bathrooms,bedrooms,city,finishedSqFt,id,image,latitude,longitude,lotSizeSqFt,numFloors,numRooms,parkingType,price,school,state,street,useCode,yearBuilt,zipcode,zpid
3.5,5,CARLSBAD,3000,228,https://photos.zillowstatic.com/p_d/ISm2cpkos3l0qh1000000000.jpg,33.082504,-117.247801,10890,2,,,1086390,La Costa Canyon High School,CA,7647 Primavera Way,SingleFamily,1978,92009,16660731
3.0,4,CARLSBAD,2191,229,https://photos.zillowstatic.com/p_d/ISyf244tc5y3wg1000000000.jpg,33.081549,-117.247083,8038,2,7,Garage - Attached,935499,La Costa Canyon High School,CA,7736 Primavera Way,SingleFamily,1979,92009,16660746
3.0,3,CARLSBAD,2653,230,https://photos.zillowstatic.com/p_d/ISt089jrdpkecj.jpg,33.081156,-117.24461,13447,2,,,1122074,La Costa Canyon High School,CA,3020 Levante St,SingleFamily,1979,92009,16660771
3.0,2,CARLSBAD,1905,231,https://photos.zillowstatic.com/p_d/ISucpk047jyprl1000000000.jpg,33.086426,-117.248131,16552,2,9,Garage - Attached,633840,La Costa Canyon High School,CA,7533 Jerez Ct,Townhouse,1982,92009,16660926
3.0,2,CARLSBAD,1448,232,https://photos.zillowstatic.com/p_d/ISiv7mgbpcdihw1000000000.jpg,33.086302,-117.245231,15119,2,6,,513885,La Costa Canyon High School,CA,7557 Romeria St,Townhouse,1986,92009,16660968
2.0,3,CARLSBAD,2025,233,https://photos.zillowstatic.com/p_d/IS-bmgfs21qw4m5.jpg,33.084933,-117.243221,20255,,,,790778,La Costa Canyon High School,CA,3005 Azahar St,SingleFamily,1980,92009,16675927
3.0,4,CARLSBAD,2236,234,https://photos.zillowstatic.com/p_d/ISadgacgc45c0w0000000000.jpg,33.084884,-117.240026,10890,3,8,"Garage - Attached, Off-street, On-street",923222,La Costa Canyon High School,CA,3205 Azahar Pl,SingleFamily,1976,92009,16675984
2.5,4,CARLSBAD,2122,235,https://photos.zillowstatic.com/p_d/ISugstogr18xzh0000000000.jpg,33.083333,-117.238481,10890,,,,794321,La Costa Canyon High School,CA,3307 La Costa Ave,SingleFamily,1977,92009,16676047
2.5,4,CARLSBAD,2627,236,https://photos.zillowstatic.com/p_d/ISmmbyirr1muc21000000000.jpg,33.08325,-117.243783,10890,,,,970585,La Costa Canyon High School,CA,7621 Romeria St,SingleFamily,1979,92009,16676051
2.0,4,CARLSBAD,2484,237,https://photos.zillowstatic.com/p_d/IS6qndofdnw7s10000000000.jpg,33.08157,-117.242777,10890,2,,,947006,La Costa Canyon High School,CA,7713 Farol Ct,SingleFamily,1975,92009,16676111
2.0,3,CARLSBAD,1453,238,https://photos.zillowstatic.com/p_d/ISat01zg0c96p81000000000.jpg,33.08274,-117.236906,5000,1,7,Garage - Attached,738071,La Costa Canyon High School,CA,3337 Cuesta Pl,SingleFamily,1979,92009,16676514
2.0,3,CARLSBAD,1572,239,https://photos.zillowstatic.com/p_d/ISyvecj5szyuf50000000000.jpg,33.083857,-117.237368,3998,,,,720418,La Costa Canyon High School,CA,3335 Vivienda Cir,SingleFamily,1979,92009,16676519
3.0,4,CARLSBAD,2650,240,,33.087052,-117.234301,10890,2,4,Garage - Attached,1088210,La Costa Canyon High School,CA,3317 Cabo Ct,SingleFamily,1978,92009,16676749
3.0,4,CARLSBAD,2386,241,https://photos.zillowstatic.com/p_d/ISe4wf91eam55k0000000000.jpg,33.085727,-117.233632,9000,,,"Garage - Attached, Off-street",801009,La Costa Canyon High School,CA,3334 Piragua St,SingleFamily,1978,92009,16676907
3.5,4,ESCONDIDO,3288,242,https://photos.zillowstatic.com/p_d/ISa569il3a9glc1000000000.jpg,33.099384,-117.050042,43560,1,,Garage - Attached,775357,Classical Academy High School,CA,2224 Marion Ln,SingleFamily,1978,92025,16703715
2.5,3,ESCONDIDO,4220,243,https://photos.zillowstatic.com/p_d/ISib0zxcy0pq4c1000000000.jpg,33.094492,-117.046096,43560,,,,944288,Classical Academy High School,CA,1178 Orangewood Dr,SingleFamily,1982,92025,16703956
3.0,3,ESCONDIDO,3596,244,https://photos.zillowstatic.com/p_d/IS66sf1sj0bkjp0000000000.jpg,33.089771,-117.048668,43560,2,,,976853,Classical Academy High School,CA,2488 Cross Creek Pl,SingleFamily,1992,92025,16703975
5.0,5,ESCONDIDO,3705,245,https://photos.zillowstatic.com/p_d/ISybf3t4ce7wx20000000000.jpg,33.094718,-117.047074,21780,2,12,Garage - Attached,1019680,Classical Academy High School,CA,1181 Laura Ln,SingleFamily,1997,92025,16704000
4.0,4,ESCONDIDO,4413,246,https://photos.zillowstatic.com/p_d/IS6e648nglz16g0000000000.jpg,33.094565,-117.048372,44866,2,9,Garage - Attached,953329,Classical Academy High School,CA,1121 Laura Ln,SingleFamily,1998,92025,16704006
4.1,5,ESCONDIDO,4839,247,https://photos.zillowstatic.com/p_d/ISi7x956jzwoxo1000000000.jpg,33.094924,-117.050581,53578,2,,,1122288,Classical Academy High School,CA,2302 Canyon Rd,SingleFamily,1993,92025,16704032
4.0,5,ESCONDIDO,4339,248,https://photos.zillowstatic.com/p_d/ISivb520va7ah41000000000.jpg,33.094768,-117.050253,21780,3,13,Garage - Attached,975326,Classical Academy High School,CA,1043 Laura Ln,SingleFamily,1992,92025,16704033
2.0,3,ESCONDIDO,1950,249,https://photos.zillowstatic.com/p_d/IS2b9dhz7mre0t1000000000.jpg,33.092093,-117.059204,39204,,10,Garage - Attached,634138,Classical Academy High School,CA,470 Bear Valley Pkwy,SingleFamily,1958,92025,16705737
3.0,2,ESCONDIDO,2716,250,https://photos.zillowstatic.com/p_d/ISy709cu1h1ra71000000000.jpg,33.083523,-117.040409,60984,1,,"Garage - Attached, Garage - Detached, Off-street",910471,Classical Academy High School,CA,3050 Donee Diego Dr,SingleFamily,1965,92025,16706076
3.0,4,ESCONDIDO,2596,251,,33.080173,-117.038734,21780,2,,Garage - Attached,715281,Classical Academy High School,CA,3215 Don Rolando,SingleFamily,1979,92025,16706084
3.0,4,ESCONDIDO,2523,252,https://photos.zillowstatic.com/p_d/ISec6tcz8pib100000000000.jpg,33.089624,-117.046427,43560,,,,720561,Classical Academy High School,CA,2547 La Serena,SingleFamily,1962,92025,16706118
4.0,4,ESCONDIDO,3728,253,https://photos.zillowstatic.com/p_d/ISeoznt381tvrl1000000000.jpg,33.085912,-117.042993,23958,2,,Garage - Attached,836045,Classical Academy High School,CA,2655 Rosehill Rd,SingleFamily,1973,92025,16706172
2.0,2,ESCONDIDO,1836,254,https://photos.zillowstatic.com/p_d/ISek8wubm3xtdp1000000000.jpg,33.085597,-117.043126,19166,1,,,627173,Classical Academy High School,CA,2738 Anaheim St,SingleFamily,1980,92025,16706173
2.5,4,ESCONDIDO,2045,255,https://photos.zillowstatic.com/p_d/ISahr5raslo7lg1000000000.jpg,33.088194,-117.047785,21780,1,,,626982,Classical Academy High School,CA,1109 Mary Lane Ct,SingleFamily,1973,92025,16706204
3.0,3,ESCONDIDO,3608,256,https://photos.zillowstatic.com/p_d/ISmyk9z227xajs1000000000.jpg,33.080399,-117.051582,47480,1,,Garage - Attached,882263,Classical Academy High School,CA,2417 Haas St,SingleFamily,1990,92025,16706280
3.0,4,ESCONDIDO,1900,257,https://photos.zillowstatic.com/p_d/ISuo2z9rxe0o1b0000000000.jpg,33.083399,-117.047064,21780,2,11,,644654,Classical Academy High School,CA,3110 Mary Ln,SingleFamily,1963,92025,16706307
2.0,3,ESCONDIDO,2464,258,https://photos.zillowstatic.com/p_d/ISm6ve0ym356tf0000000000.jpg,33.083005,-117.04721,32670,,,"Carport, Off-street",700691,Classical Academy High School,CA,3140 Mary Ln,SingleFamily,1956,92025,16706308
4.0,4,ESCONDIDO,3520,259,https://photos.zillowstatic.com/p_d/ISyfqmij5edo2h0000000000.jpg,33.084958,-117.042161,43560,2,10,,807746,Classical Academy High School,CA,3015 Colley Ln,SingleFamily,1979,92025,16706348
4.0,4,ESCONDIDO,3900,260,https://photos.zillowstatic.com/p_d/ISewxjr0lojoxr0000000000.jpg,33.083238,-117.045711,44431,2,9,Garage - Attached,1013599,Classical Academy High School,CA,2624 Puebla St,SingleFamily,2004,92025,16706358
2.5,4,San Diego,1998,261,https://photos.zillowstatic.com/p_d/ISqxurowhmjbhx0000000000.jpg,32.926107,-117.075714,7501,,,,860643,Scripps Ranch High School,CA,11316 Pepperview Ter,SingleFamily,2000,92131,16826426
2.5,3,SAN DIEGO,1750,262,https://photos.zillowstatic.com/p_d/ISap5io6asm6s50000000000.jpg,32.936076,-117.071169,4791,,,,759901,Scripps Ranch High School,CA,11939 Briarleaf Way,SingleFamily,1996,92128,16812196
3.0,5,SAN DIEGO,3262,263,https://photos.zillowstatic.com/p_d/ISi36mhldj6vod1000000000.jpg,32.938139,-117.076279,7753,2,,Garage - Attached,1085763,Scripps Ranch High School,CA,11848 Treewind Ct,SingleFamily,1996,92128,16812330
3.0,5,SAN DIEGO,2131,264,https://photos.zillowstatic.com/p_d/ISy7saww7zz2ni1000000000.jpg,32.940438,-117.073272,7501,,,,875876,Scripps Ranch High School,CA,11981 Alpine Ter,SingleFamily,1994,92128,16812720
2.5,4,SAN DIEGO,1794,265,https://photos.zillowstatic.com/p_d/ISusxl7q5u5tnt1000000000.jpg,32.940073,-117.073751,8226,,,Garage - Attached,776565,Scripps Ranch High School,CA,11959 Alpine Ter,SingleFamily,1994,92128,16812724
3.0,3,SAN DIEGO,1750,266,https://photos.zillowstatic.com/p_d/ISm67on75o1fkq0000000000.jpg,32.940513,-117.074083,7501,2,,Garage - Attached,753546,Scripps Ranch High School,CA,11950 Alpine Ter,SingleFamily,1994,92128,16812726
4.5,5,SAN DIEGO,4093,267,,32.937196,-117.068345,7501,,,,1106827,Scripps Ranch High School,CA,12021 Oakview Way,SingleFamily,1999,92128,16812754
3.5,5,SAN DIEGO,3073,268,https://photos.zillowstatic.com/p_d/ISatojt3t45khl1000000000.jpg,32.937644,-117.068492,7501,2,,,1032437,Scripps Ranch High School,CA,12041 Oakview Way,SingleFamily,1998,92128,16812757
3.0,4,SAN DIEGO,2864,269,https://photos.zillowstatic.com/p_d/ISmmrav91wvwx31000000000.jpg,32.936898,-117.074064,9104,,7,,923804,Scripps Ranch High School,CA,11964 Caneridge Pl,SingleFamily,1996,92128,16812812
3.5,5,SAN DIEGO,3152,270,https://photos.zillowstatic.com/p_d/ISifzsndh6253r1000000000.jpg,32.935629,-117.075082,6534,,,,988284,Scripps Ranch High School,CA,11909 Acacia Glen Ct,SingleFamily,1997,92128,16812840
3.0,5,SAN DIEGO,2919,271,https://photos.zillowstatic.com/p_d/ISqtvdnpe7wssq0000000000.jpg,32.920431,-117.066869,10890,1,,Garage - Attached,984094,Scripps Ranch High School,CA,10875 Pinot Noir Cir,SingleFamily,1978,92131,16821268
2.5,4,SAN DIEGO,1984,272,https://photos.zillowstatic.com/p_d/ISmio1b4hho2zb1000000000.jpg,32.923448,-117.071963,7501,2,,Garage - Attached,857740,Scripps Ranch High School,CA,11016 Elderwood Ln,SingleFamily,1986,92131,16822533
3.0,4,SAN DIEGO,2225,273,https://photos.zillowstatic.com/p_d/ISq5x6ctbju2jf0000000000.jpg,32.921743,-117.074531,7501,2,8,,871646,Scripps Ranch High School,CA,10789 Elderwood Ln,SingleFamily,1986,92131,16822561
2.5,4,SAN DIEGO,2927,274,https://photos.zillowstatic.com/p_d/ISqdrriqkykn3j0000000000.jpg,32.931768,-117.079334,7501,,,,1041360,Scripps Ranch High School,CA,11646 Alderhill Ter,SingleFamily,1999,92131,16825153
3.0,4,SAN DIEGO,2753,275,https://photos.zillowstatic.com/p_d/IS27ar5buode1y0000000000.jpg,32.9313,-117.078934,7501,2,8,Garage - Attached,962298,Scripps Ranch High School,CA,11668 Alderhill Ter,SingleFamily,2000,92131,16825171
4.0,5,SAN DIEGO,3237,276,https://photos.zillowstatic.com/p_d/IS6az3o8jb2fnt0000000000.jpg,32.930559,-117.077884,10890,2,15,Garage - Attached,1094725,Scripps Ranch High School,CA,11720 Alderhill Ter,SingleFamily,2000,92131,16825191
2.5,4,San Diego,2523,277,https://photos.zillowstatic.com/p_d/ISinxwjeep9l7w0000000000.jpg,32.933936,-117.073835,7501,,,,929730,Scripps Ranch High School,CA,11885 Candy Rose Way,SingleFamily,1999,92131,16825507
3.0,7,SAN DIEGO,3269,278,https://photos.zillowstatic.com/p_d/ISegdpp1pgahyi1000000000.jpg,32.931789,-117.073075,8755,2,,Garage - Attached,1139947,Scripps Ranch High School,CA,11736 Angelique St,SingleFamily,1997,92131,16825537
2.0,3,Escondido,1450,279,https://photos.zillowstatic.com/p_d/ISyfu9ju1dy0hq1000000000.jpg,33.124245,-117.058469,10890,,,,464819,Escondido Charter High School,CA,691 Boyle Ave,SingleFamily,1975,92027,16693081
2.0,3,ESCONDIDO,1408,280,https://photos.zillowstatic.com/p_d/ISus5shkrb8gnc1000000000.jpg,33.123072,-117.067387,7492,1,6,"Carport, Garage - Detached",458580,Escondido Charter High School,CA,951 E 4th Ave,SingleFamily,1925,92025,16692732
2.0,3,ESCONDIDO,1808,281,https://photos.zillowstatic.com/p_d/ISeoz7dcv8cdku1000000000.jpg,33.124862,-117.064904,7501,1,5,,514243,Escondido Charter High School,CA,1151 E 3rd Ave,SingleFamily,1955,92025,16692808
2.0,3,ESCONDIDO,1082,282,https://photos.zillowstatic.com/p_d/ISecmtf6m7joum1000000000.jpg,33.12435,-117.065025,7501,,,,429151,Escondido Charter High School,CA,1132 E 4th Ave,SingleFamily,1957,92025,16692813
2.0,3,ESCONDIDO,2072,283,https://photos.zillowstatic.com/p_d/ISmiolyruqf31l1000000000.jpg,33.121774,-117.065453,12100,1,8,,549019,Escondido Charter High School,CA,1023 Circle Dr,SingleFamily,1965,92025,16692917
3.0,4,ESCONDIDO,2554,284,,33.121442,-117.066465,12632,3,8,Garage - Attached,634712,Escondido Charter High School,CA,945 Halecrest Dr,SingleFamily,1986,92025,16692918
3.0,4,ESCONDIDO,2400,285,https://photos.zillowstatic.com/p_d/ISegxws0jl1ahl1000000000.jpg,33.121299,-117.066229,9136,2,,Garage - Attached,615278,Escondido Charter High School,CA,1116 Circle Dr,SingleFamily,1981,92025,16692919
4.0,5,ESCONDIDO,2776,286,https://photos.zillowstatic.com/p_d/ISekcrlo3tshr01000000000.jpg,33.121496,-117.060246,10890,,,,557732,Escondido Charter High School,CA,826 Birch Ave,SingleFamily,1959,92027,16693086
2.0,3,ESCONDIDO,1350,287,,33.121257,-117.060077,16552,,,Garage - Attached,458044,Escondido Charter High School,CA,836 Birch Ave,SingleFamily,1959,92027,16693087
3.0,4,ESCONDIDO,2741,288,,33.119653,-117.058323,31799,1,,"Garage - Detached, Off-street",708369,Escondido Charter High School,CA,1126 Birch Ave,SingleFamily,1964,92027,16693099
3.0,3,ESCONDIDO,2030,289,https://photos.zillowstatic.com/p_d/IS2vg4377g8yhf1000000000.jpg,33.121653,-117.057968,10890,2,70,,591857,Escondido Charter High School,CA,1322 Loma De Paz,SingleFamily,1977,92027,16693112
2.0,4,ESCONDIDO,1523,290,https://photos.zillowstatic.com/p_d/ISu8aqfarxh3uh1000000000.jpg,33.125124,-117.050604,10890,1,,,487400,Escondido Charter High School,CA,930 S Rose St,SingleFamily,1973,92027,16693232
2.0,3,ESCONDIDO,1333,291,https://photos.zillowstatic.com/p_d/ISibcwzpzfd1k30000000000.jpg,33.124454,-117.050181,7400,1,,Garage - Attached,481389,Escondido Charter High School,CA,1030 S Rose St,SingleFamily,1973,92027,16693236
2.0,3,ESCONDIDO,1404,292,https://photos.zillowstatic.com/p_d/ISaxzqdmwscsv20000000000.jpg,33.122324,-117.055396,7501,1,,,516162,Escondido Charter High School,CA,1410 Boyle Ave,SingleFamily,1973,92027,16693277
2.0,4,ESCONDIDO,1836,293,https://photos.zillowstatic.com/p_d/IS2f05gzbb77ch1000000000.jpg,33.122554,-117.055209,10890,2,8,,568795,Escondido Charter High School,CA,1421 Jeffrey Pl,SingleFamily,1973,92027,16693283
2.0,3,ESCONDIDO,1726,294,https://photos.zillowstatic.com/p_d/ISq9s18wjium6l0000000000.jpg,33.123008,-117.05495,15246,1,,,551942,Escondido Charter High School,CA,1420 Jeffrey Pl,SingleFamily,1974,92027,16693285
2.0,3,ESCONDIDO,1280,295,https://photos.zillowstatic.com/p_d/ISij2yw7aa425k1000000000.jpg,33.12439,-117.053741,13699,10,10,Garage - Attached,480608,Escondido Charter High School,CA,1561 Kenora St,SingleFamily,1973,92027,16693298
2.0,3,ESCONDIDO,2064,296,https://photos.zillowstatic.com/p_d/IS2nuln62ex1y01000000000.jpg,33.126247,-117.057221,10890,1,8,"Garage - Attached, Off-street, On-street",520842,Escondido Charter High School,CA,509 Mclain St,SingleFamily,1974,92027,16693373
2.0,3,ESCONDIDO,1770,297,https://photos.zillowstatic.com/p_d/ISu005a1slwqgr0000000000.jpg,33.12308,-117.056948,10890,1,5,Garage - Attached,488016,Escondido Charter High School,CA,826 Boyle Ave,SingleFamily,1972,92027,16693394
2.0,3,ESCONDIDO,1532,298,https://photos.zillowstatic.com/p_d/ISmet6f9jjydnf0000000000.jpg,33.124149,-117.056709,7501,1,,,493217,Escondido Charter High School,CA,1443 Kenora St,SingleFamily,1974,92027,16693408
3.0,4,Poway,2687,299,https://photos.zillowstatic.com/p_d/IS62xwug3vqdvk1000000000.jpg,32.977196,-117.038036,11000,2,9,Garage - Attached,919821,Poway High School,CA,14462 Kentfield Pl,SingleFamily,2001,92064,52512688
2.0,3,Poway,1350,300,https://photos.zillowstatic.com/p_d/ISustq01ksmmji1000000000.jpg,32.979708,-117.037072,10890,,,,654167,Poway High School,CA,13530 Orange Blossom Ln,SingleFamily,1971,92064,16802207
2.0,4,POWAY,1674,301,https://photos.zillowstatic.com/p_d/ISu4bw525lte3o1000000000.jpg,32.993102,-117.025599,21780,,,,811918,Poway High School,CA,15408 Espola Rd,SingleFamily,1977,92064,16749483
3.0,4,POWAY,1900,302,https://photos.zillowstatic.com/p_d/ISql1lay7k8s631000000000.jpg,32.973073,-117.040073,10890,1,8,"Garage - Attached, Garage - Detached, Off-street",760004,Poway High School,CA,14309 Old Community Rd,SingleFamily,1976,92064,16801453
2.0,4,POWAY,1392,303,https://photos.zillowstatic.com/p_d/ISaptwfoh36kld1000000000.jpg,32.974575,-117.038009,7840,,,Garage - Attached,658008,Poway High School,CA,14364 Sycamore Ave,SingleFamily,1976,92064,16801495
2.0,4,POWAY,2533,304,https://photos.zillowstatic.com/p_d/ISucd3va3s8f310000000000.jpg,32.977306,-117.040247,17862,1,,Garage - Attached,774167,Poway High School,CA,14528 Victoria Estates Ln,SingleFamily,1975,92064,16801572
2.0,3,POWAY,1900,305,https://photos.zillowstatic.com/p_d/ISqhes9vsqr8280000000000.jpg,32.974964,-117.037645,21780,1,6,"Garage - Attached, Off-street",769909,Poway High School,CA,14400 Gaslight Ct,SingleFamily,1970,92064,16801591
2.0,3,POWAY,1530,306,https://photos.zillowstatic.com/p_d/ISuwgrj704qw021000000000.jpg,32.969861,-117.038668,22215,,,,595753,Poway High School,CA,14135 York Ave,SingleFamily,1961,92064,16801609
3.0,4,POWAY,1685,307,https://photos.zillowstatic.com/p_d/ISiv3nag0koy1h1000000000.jpg,32.970908,-117.039906,21780,1,,,754088,Poway High School,CA,13425 Aubrey St,SingleFamily,1980,92064,16801611
2.0,3,POWAY,1296,308,,32.968559,-117.03716,11891,,,,626351,Poway High School,CA,14035 Sycamore Ave,SingleFamily,1974,92064,16801618
2.0,4,POWAY,1642,309,https://photos.zillowstatic.com/p_d/IS6yl1sbz87f2b0000000000.jpg,32.96861,-117.037989,13503,1,7,Off-street,656722,Poway High School,CA,14040 Sycamore Ave,SingleFamily,1958,92064,16801660
2.0,4,POWAY,1261,310,https://photos.zillowstatic.com/p_d/IS6yxem9gvfwnw0000000000.jpg,32.968307,-117.032202,10890,1,6,Garage - Attached,609947,Poway High School,CA,14033 Eastern St,SingleFamily,1971,92064,16801679
4.0,4,POWAY,2890,311,https://photos.zillowstatic.com/p_d/ISybrwzujjf56k0000000000.jpg,32.964151,-117.032358,10890,,,,876938,Poway High School,CA,13723 Janette Ln,SingleFamily,1992,92064,16801810
2.0,4,POWAY,1748,312,,32.963923,-117.035677,7823,,7,,764942,Poway High School,CA,13611 Janette Ln,SingleFamily,1981,92064,16801819
3.0,4,POWAY,2594,313,https://photos.zillowstatic.com/p_d/ISe8baqz2jdivv1000000000.jpg,32.964697,-117.035652,7501,2,,,830842,Poway High School,CA,13611 Somerset Rd,SingleFamily,1991,92064,16801826
2.0,4,POWAY,2202,314,https://photos.zillowstatic.com/p_d/ISirk1q94icxrh0000000000.jpg,32.978623,-117.037753,10890,1,6,Garage - Attached,757018,Poway High School,CA,13533 Maryearl Ln,SingleFamily,1971,92064,16802259
2.0,4,POWAY,1949,315,https://photos.zillowstatic.com/p_d/ISa5ak1flu4hbl1000000000.jpg,32.969538,-117.041022,10220,1,,Garage - Attached,779326,Poway High School,CA,14103 Kendra Way,SingleFamily,1976,92064,16802505
2.0,3,POWAY,2230,316,https://photos.zillowstatic.com/p_d/IS2r12g665r8ca1000000000.jpg,32.971659,-117.040851,7501,1,9,"Garage - Attached, Off-street, On-street",769436,Poway High School,CA,14213 Kendra Way,SingleFamily,1973,92064,16802564
2.0,4,POWAY,1605,317,https://photos.zillowstatic.com/p_d/IStoad2pkm6x070000000000.jpg,32.971653,-117.041654,7501,1,9,Garage - Attached,671095,Poway High School,CA,13343 Lingre Ave,SingleFamily,1985,92064,16802599
3.0,3,POWAY,1795,318,https://photos.zillowstatic.com/p_d/ISmut5ztobcvmk1000000000.jpg,32.981594,-117.038907,14723,1,9,"Garage - Attached, On-street",734283,Poway High School,CA,13424 Orange Blossom Ln,SingleFamily,1973,92064,16802805
3.0,3,LA MESA,2558,319,https://photos.zillowstatic.com/p_d/ISiji2b6zziew20000000000.jpg,32.763486,-117.007732,21780,1,,"Garage - Detached, On-street",821883,Helix High School,CA,4620 Panorama Dr,SingleFamily,1942,91941,17034149
2.0,3,LA MESA,1250,320,https://photos.zillowstatic.com/p_d/ISy31b3w876nt81000000000.jpg,32.761687,-117.008199,10890,1,,Garage - Attached,588226,Helix High School,CA,4461 Scenic Ln,SingleFamily,1954,91941,17034175
2.0,4,LA MESA,2150,321,https://photos.zillowstatic.com/p_d/ISinh08nm2qhbb1000000000.jpg,32.758763,-117.008484,12196,,,,661813,Helix High School,CA,4320 Panorama Dr,SingleFamily,1971,91941,17034227
3.5,4,LA MESA,3172,322,,32.762856,-117.00445,7840,2,,Garage - Attached,747916,Helix High School,CA,4630 Skyline Ln,SingleFamily,2004,91941,17034530
5.0,4,LA MESA,4412,323,https://photos.zillowstatic.com/p_d/ISijmh9aumh7sj1000000000.jpg,32.761659,-116.99564,24829,2,5,Garage - Attached,1185183,Helix High School,CA,9375 Lavell St,SingleFamily,1970,91941,17035154
3.0,4,LA MESA,2166,324,https://photos.zillowstatic.com/p_d/ISeona31ua647r0000000000.jpg,32.761443,-116.996813,16552,,,,712176,Helix High School,CA,9325 Lavell St,SingleFamily,1945,91941,17035155
3.0,4,LA MESA,1780,325,https://photos.zillowstatic.com/p_d/IS5253d9dcmhrf1000000000.jpg,32.763765,-117.000421,15681,2,9,"Carport, Garage - Attached",640166,Helix High School,CA,9151 Golondrina Dr,SingleFamily,1968,91941,17035266
3.0,4,LA MESA,3025,326,,32.756985,-117.004736,22651,2,8,Garage - Attached,837855,Helix High School,CA,4282 Merritt Blvd,SingleFamily,1981,91941,17038651
4.0,5,LA MESA,3016,327,https://photos.zillowstatic.com/p_d/ISqlh1mab0vh1m1000000000.jpg,32.757578,-117.002127,10890,2,,"Garage - Detached, Off-street",828775,Helix High School,CA,4331 Woodland Dr,SingleFamily,1970,91941,17038654
2.0,3,LA MESA,1810,328,https://photos.zillowstatic.com/p_d/IS2vwcwzsmfm0k1000000000.jpg,32.755992,-117.001031,21780,1,6,Off-street,625064,Helix High School,CA,4220 Bancroft Dr,SingleFamily,1948,91941,17038694
3.0,4,LA MESA,2318,329,https://photos.zillowstatic.com/p_d/IS23fgtkcqdri61000000000.jpg,32.758595,-116.998114,10890,1,,Garage - Attached,739373,Helix High School,CA,9230 Tropico Dr,SingleFamily,1951,91941,17038729
2.0,3,LA MESA,1749,330,https://photos.zillowstatic.com/p_d/ISuw42kpa5eg120000000000.jpg,32.75593,-117.001853,10890,,,,665779,Helix High School,CA,4233 Woodland Dr,SingleFamily,1978,91941,17038756
3.0,3,LA MESA,2039,331,https://photos.zillowstatic.com/p_d/ISizqboayqj2cs1000000000.jpg,32.753428,-117.004802,21780,2,8,Garage - Attached,683395,Helix High School,CA,4125 Merritt Blvd,SingleFamily,1954,91941,17038767
3.0,3,LA MESA,3110,332,https://photos.zillowstatic.com/p_d/ISq5h26tmwwd0s0000000000.jpg,32.753231,-117.003854,41817,,,Garage - Attached,731840,Helix High School,CA,9008 Terrace Dr,SingleFamily,1980,91941,17038769
3.0,5,LA MESA,2953,333,https://photos.zillowstatic.com/p_d/ISircfvsi2t0r40000000000.jpg,32.752541,-117.004403,21780,2,8,Garage - Attached,725196,Helix High School,CA,8955 Terrace Dr,SingleFamily,1965,91941,17038782
3.0,3,SPRING VALLEY,1684,334,https://photos.zillowstatic.com/p_d/ISdcmxi7cc8cxs1000000000.jpg,32.754091,-117.000976,12500,1,8,"Garage - Detached, On-street",583181,Helix High School,CA,4122 Citradora Dr,SingleFamily,1950,91977,17038951
2.0,3,SPRING VALLEY,1600,335,https://photos.zillowstatic.com/p_d/ISal2pwhqq3kby0000000000.jpg,32.75509,-116.997744,10890,1,,Garage - Attached,602316,Helix High School,CA,9257 Brookside Ct,SingleFamily,1950,91977,17039007
3.0,3,SPRING VALLEY,1807,336,https://photos.zillowstatic.com/p_d/ISa9lvs53gto0a1000000000.jpg,32.754812,-116.997916,9901,2,,,597445,Helix High School,CA,9259 Brookside Cir,SingleFamily,1950,91977,17039008
2.0,3,SPRING VALLEY,1479,337,https://photos.zillowstatic.com/p_d/IS2zn4nhla74w81000000000.jpg,32.752921,-116.999123,10200,,5,"Garage - Attached, Off-street",550812,Helix High School,CA,9281 Carthay Cir,SingleFamily,1950,91977,17039037
4.0,5,Chula Vista,3500,338,,32.6134,-116.9955,3500,2,5,"Garage - Attached, On-street",719633,Olympian High School,CA,1842 Santa Christina Ave,SingleFamily,2018,91913,241609853
2.5,3,CHULA VISTA,1643,339,https://photos.zillowstatic.com/p_d/IS66svptxuz72a0000000000.jpg,32.624386,-116.99071,3998,2,,,521776,Olympian High School,CA,1514 Piedmont St,SingleFamily,2000,91913,17185349
2.5,3,CHULA VISTA,1613,340,https://photos.zillowstatic.com/p_d/ISyvq17yxs94s20000000000.jpg,32.624316,-116.990787,3998,2,,,515071,Olympian High School,CA,1510 Piedmont St,SingleFamily,2000,91913,17185350
3.0,3,CHULA VISTA,1649,341,https://photos.zillowstatic.com/p_d/ISewhzc3w99o9p1000000000.jpg,32.62547,-116.991253,2968,2,3,"Garage - Attached, On-street",509846,Olympian High School,CA,1533 Gold Run Rd,SingleFamily,2001,91913,17185393
2.5,3,CHULA VISTA,1628,342,,32.625991,-116.992145,3084,2,6,"Garage - Attached, Off-street, On-street",516512,Olympian High School,CA,1349 Coalinga Pl,SingleFamily,2001,91913,17185430
2.5,3,CHULA VISTA,1643,343,,32.625805,-116.99187,4356,2,,,522635,Olympian High School,CA,1363 Coalinga Pl,SingleFamily,2001,91913,17185433
2.5,3,Chula Vista,1790,344,https://photos.zillowstatic.com/p_d/ISapxzo0h3ke3l1000000000.jpg,32.616509,-116.999027,3998,,,,554557,Olympian High School,CA,1287 Cathedral Oaks Rd,SingleFamily,2015,91913,121039872
